scorer,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc,dlc
/img1587.png,624.0121656167353,308.1431878202516,617.2385074916945,284.4353843826091,599.6269963665886,301.3695296952109,601.6590938041008,289.17694507013755,595.9014843978161,273.5975313825439,592.8533382415478,256.663386069942,589.4665091790275,239.7292407573402,589.4665091790275,224.1498270697465,589.1278262727755,211.2798766321691,592.793214647741,183.0038591314221,601.857549690586,162.6997486354494,608.3838709214343,152.91026678917683,255.4711480340664,283.4898162879766,274.8017025175969,295.1686929551096,275.607142287744,271.81093962084356,286.0778592996563,282.2816566327559,307.42201320855463,282.6843765178295,333.5988057383355,283.08709640290306,354.54023976216024,283.08709640290306,377.4952732113527,281.87893674768236,395.21494815458897,282.6843765178295,439.1114156276061,280.6707770924617,472.13444620363737,272.2136595059171,508.7819557453306,270.6027799656229,449.2524821192329,151.31254302251125,478.5487887846872,146.15856314618134,461.7305386619264,126.08516783837007,479.90509927845824,127.1702162333869,494.28199051243115,116.59099438197285,505.6749986601078,108.45313141934668,518.1530552028013,104.38419993803357,529.5460633504779,101.40031685173732,541.7528577944172,101.40031685173732,571.0491644598715,96.7888611729158,598.9891606315547,119.30361536951492,610.3821687792313,144.25972845490188
/img1677.png,469.06827179975676,218.15029126383,479.21611107795576,244.04477769785504,498.81193864965036,223.74909914145704,495.31268372613346,241.9452247437449,507.56007595844255,256.6420954225158,517.7079152366416,269.58933863952836,528.2056800071923,284.636134810651,535.5541153465778,296.5336015506084,546.0518801171283,307.7312173058625,578.2450254134837,338.87458612516286,610.4381707098393,350.77205286512026,631.7836257432923,334.67548021694256,402.17263647988557,408.73375357795203,413.23815184846876,396.9543339920409,391.10712111130243,394.09871712272917,401.1017801538936,380.17758488483423,406.81301389251723,358.4035062563319,418.5924334784283,339.1280923884774,428.9440446296835,320.2096306292869,445.00688951956226,305.2176420654,459.28497386612116,294.86603091414486,486.770286233247,265.59595800369914,509.25826907907725,244.8927357011887,544.2395757281465,223.4756091813504,584.9967028773765,293.317280359522,608.3067998317439,278.59511386202684,589.4951426405,273.68772502952845,600.1278184442465,265.91769271140595,601.763614721746,242.19864668766377,602.9904619298707,221.3422441495456,602.5815128604958,205.39323044392583,601.3546656523711,187.8084204608066,601.3546656523711,174.31310117143602,609.5336470398685,137.50768492769808,619.7573737742401,119.513925875204,636.9332346879844,104.79175937770881
/img0000_1.png,58.45748261518435,224.95200520750643,45.36395089210983,250.76305203312236,65.02723398040234,245.5689772550828,58.34913783720867,259.66718022404723,64.28522329782527,275.991415240743,74.67337285390434,293.42866628130423,85.80353309256049,310.494911980577,96.19168264863956,327.19015233856123,111.03189630018107,345.7404194029881,135.88925416651313,377.2758734125139,165.19867612830765,397.3101618420949,193.39508206623657,411.40836481105936,205.73049141462678,245.44375463288685,224.49452543806677,240.6674550632839,208.11864119942825,221.56225678487232,225.85918245795335,225.3150635895603,241.55273818664858,216.7859572152694,258.6109509352304,207.2333580760636,278.05731346861364,197.68075893685779,297.84484025696855,190.51630958245343,322.06750235995474,186.42233852279378,357.2074206220333,171.4111113040418,392.00617462914016,163.9054976946658,419.9816435368143,163.56433343969417,493.64035131730105,370.1293388283036,477.8946298003839,372.3787276164347,485.9281611865661,394.872615497745,471.14646343599077,386.8390841115627,455.07940066362625,393.90859173140313,437.72697286947255,399.3713930740071,421.0172275862135,406.1195594384002,400.4513872375869,409.97565450376766,374.10140429090904,412.86772580279325,338.1111836808126,415.4384558463716,308.5477881796619,396.15798051953414,282.8404877438786,367.23726752927803
/img0074.png,46.35039858432718,163.6779519987475,66.67137295944939,174.17712209256064,72.428982365734,153.17878190493434,87.33103024082364,165.37136653000766,100.87834649090509,180.2734144050973,111.37751658471824,194.83677937393486,120.86063795977527,210.7548759677806,127.97297899106805,225.99560674912226,136.778734553621,243.60711787422815,154.05156277247488,274.08857943691146,158.11575764749932,297.796382874554,,,112.71149465132294,343.9188427279781,128.88288900013137,350.71082835447766,116.2692014080608,328.71773204009816,137.29201406151176,331.95201090985984,155.40397573217723,324.83659739638415,173.1925095158665,315.13376078709905,189.68733175165113,308.3417751605995,206.50558187441192,303.16692896898087,220.7364089013633,299.93265009921913,254.37290914688487,279.8801211066967,281.21742376590686,269.20700083648313,311.2962172546906,258.85730845324576,588.5512321144037,147.8389188916476,590.3388033042484,169.28977316978492,611.3427647849246,166.60841638501776,602.4049088357007,180.90898590377594,608.2145152026962,196.55023381491773,610.002086392541,216.21351690321026,609.1083007976185,234.5361215991192,607.3207296077737,252.85872629502813,605.0862656204679,273.8626877757042,604.1924800255454,308.27343318021616,593.913945683938,336.4276794202714,572.0161986083394,365.0288184577878
/img0592.png,160.23283990132364,298.4365919399987,145.86762551249245,326.03292484485866,168.54954296854174,325.276860929657,156.45252032531545,334.3496279120767,159.85480794372285,352.87319383451694,164.0131594773319,371.0187277993564,170.06167079894504,390.2983576369982,176.488214078159,406.93176377143436,188.96326867898608,426.96745752427785,210.13305830463207,452.2955986835329,236.2172633790887,462.12442958115423,256.2529571319322,464.01458936915833,41.98397734779452,447.8780352741638,53.319314782769325,443.2826282059308,35.856767923483815,431.947290770956,50.56207054182951,429.8027674724472,59.44652420708003,415.7101857965326,69.5564197571927,401.9239645918335,79.35995483608981,386.91230150227227,90.38893179984909,373.12608029757314,98.96702499388407,364.54798710353816,115.20412996830744,333.6055795107691,138.79388625190364,315.5303117090525,166.67268913251735,305.1140556877243,557.3835550673018,435.6019182343701,585.1499320869191,431.0992625014592,570.5163009549586,416.0904100584229,585.1499320869191,416.0904100584229,598.2826779745758,403.332885481842,606.9127681293216,388.3240330388057,604.6614402628662,372.1895166625416,600.9092271521072,358.30632815273304,598.6578992856516,345.9240248872281,592.2791369973613,312.1541068903964,573.8932927546418,280.6355167600201,561.8862108002127,263.0001151394524
/img1150.png,89.6904714800297,208.65502708589793,99.00519462494337,222.62711180326846,106.24997929320955,201.41024241763176,113.49476396147573,212.7949040391929,129.5367871554937,222.10962718410656,144.02635649202603,236.59919652063894,156.4459873519109,252.64121971465687,167.31316435431017,267.13078905118925,,,200.4321799806699,329.7464279697755,214.40426469804038,356.65562816619274,227.85886479624895,382.52985912428625,145.06132573034978,288.8651430559878,163.17328740101522,310.59949706078635,171.45304130760513,284.207781483531,179.73279521419505,298.1798662009014,200.4321799806699,302.8372277733583,221.64904936630654,306.45962010749133,239.24352641781013,308.52955858413884,252.69812651601876,308.52955858413884,266.67021123338924,305.9421354883295,306.5165269088532,295.0749584859302,341.70548101186034,286.7952045793403,364.9922888741445,278.5154506727504,290.47450371483524,320.9491894440237,289.4395344765115,344.7534819254697,311.6913731004719,333.8863049230705,305.48155767052947,347.858389640441,311.6913731004719,362.86544359613515,319.45364238789995,375.2850744560201,329.28585015197547,388.7396745542287,339.6355425352129,400.6418207949517,354.1251118717452,412.5439670356747,384.1392197831337,432.20838256382575,417.25823540949335,445.6629826620344,448.30731255920557,451.87279809197685
/img1503.png,138.446964612746,266.125327763586,160.23557103729541,269.4409852629739,150.28859853913156,246.7050481243137,165.44588996490506,248.5997095525354,182.97150817595565,240.0737331255378,201.9181224581725,232.02142205559565,218.9700753121677,224.91644169976433,233.65370138088576,218.28512670098843,248.81099280665921,217.33779598687758,287.1778867281484,204.07516598932577,319.38713100791705,186.54954777827518,353.01737135885196,175.18157920894507,83.97544855137254,276.07230026174983,99.13273997714602,255.2310245513113,77.81779890965207,245.75771741020287,97.23807854892435,240.54739848259322,105.76405497592192,220.65345348626553,110.50070854647613,198.3911817046607,115.23736211703037,179.91823277949928,116.65835818819663,163.81361063961495,117.60568890230748,148.65631921384147,125.65799997224964,110.76309064940776,149.81493318207612,84.7114960113596,172.07720496368097,71.44886601380779,33.29325534644242,72.3961967279186,28.082936418832787,95.13213386657884,47.02955070104966,85.65882672547042,40.39823570227375,101.76344886535475,47.02955070104966,117.39440564818366,51.76620427160387,130.65703564573545,57.92385391332435,146.28799242856437,64.55516891210026,164.2872759966704,70.23915319676532,183.70755563594267,71.18648391087615,220.1797881292101,63.134172840933985,254.75735919425586,60.292180698601456,288.8612649022462
/img1576.png,390.36912543728613,421.04230547864324,391.59175667562334,405.9631868724841,372.4372006083401,423.08002420920525,375.290006831127,405.9631868724841,362.65615070164233,390.8840682663249,353.6901882871693,371.72951219904166,344.7242258726963,350.94478114730884,334.1280884737737,335.8656625411497,323.93949482096343,323.231806411665,303.1547637692306,293.48111294545913,299.0793263081065,261.2851570025788,304.7849387536802,227.0514823291364,327.1998447898627,382.73319334407677,314.565988660378,359.5031998156694,296.63406383143206,381.10301835962713,299.0793263081065,359.9107435617818,281.9624889713853,344.8316249556227,268.1060016035634,330.56759384168834,254.65705798185388,317.5261939660912,244.06092058293126,307.33760031328103,229.3893457228845,297.55655040658326,198.41602101834144,278.8095380854124,184.55953365051954,249.05884461920652,187.00479612719397,218.08551991466342,9.901547948642019,70.8368867863052,30.559799906753803,88.1898184311191,36.61955381446659,60.64548248697005,43.50563780050384,75.79486725625202,60.032239366993274,78.54930085066692,80.13960460622206,82.1300645234063,96.1153194538285,87.08804499335314,113.46825109864241,92.87235554162443,129.71940930569033,104.44097663816703,164.7007159547596,122.06935164242242,180.67643080236607,154.2962246970768,187.01162806952033,181.28967392234284
/img1624.png,612.0871703059888,369.92597422904805,590.2276184094576,369.1163611958432,596.7045226750965,389.3566870259647,577.2738098781798,384.09420231013314,561.4863557306851,390.571106575772,546.1037080997926,396.23839780820606,530.7210604689003,402.7153020738449,517.3624454210201,408.382593306279,504.4086368897423,412.02585195570083,475.2625676943673,419.3123692545446,444.09246591598014,417.2883366715324,415.3512032372076,412.43065847230326,518.9816714874298,443.195953734088,508.0518955391642,432.2661777858224,499.9557652071156,454.1257296823536,495.0980870078864,438.3382755348588,472.83372859475276,431.86137126921994,456.23666141405306,424.9796604869786,,,425.06655963566595,411.21623892249596,410.49352503797843,407.97778678967654,379.32342325959127,393.80955870859145,356.24945181325273,373.1644263618675,337.2235455329385,350.9000679487338,35.778806110109784,75.78766900300624,41.149795665443065,88.6183662740802,48.3111150725541,65.64246650959893,54.278881245146636,78.4731637806729,77.25478100962788,80.56188194108029,94.56130291014622,81.45704686696916,115.44848451422008,81.75543517559879,132.1582297974792,82.65060010148767,147.9728101548494,82.9489884101173,179.60197086958985,85.93287149641355,209.14241342392287,105.92488817459854,232.71508980566338,133.07822425989457
/img1692.png,434.56126716068025,200.40240756933537,443.54971474735254,219.41643131037296,457.37809564992534,202.13095518215695,460.1437718304399,215.61362656216542,476.0464098683986,224.94778367140205,492.98617647405024,235.31906934833165,508.1973954668803,245.34464550269692,521.6800668468888,255.3702216570622,536.8912858397189,265.3957978114274,568.0051428705076,287.86691677810825,587.3648761341095,317.59793571863975,597.3904522884748,355.2802736781506,585.3443178059052,323.1180314403366,587.682775714633,339.1949295628399,608.1442824160008,341.24108023297674,599.3750652582718,347.67183948197805,599.3750652582718,364.3333520816633,597.9135290653169,382.16409363571245,595.2827639179982,397.6563772810338,592.9443060092705,416.36404055085586,589.4366191461788,429.51786628744946,577.74432960254,452.90244537472705,542.0828464944418,454.3639815676819,516.0675022598455,460.5024335780922,18.701161605415237,59.42880049926018,35.93673803395172,75.43326432575833,43.32341364618164,57.274353445693094,51.633423709940296,68.66214501454758,71.639003493063,74.50992987422958,94.10680848026234,75.12548617524874,112.26571936032758,78.20326768034454,129.80907393937363,84.05105254002657,145.81353776587179,88.0521684966511,173.82134946224357,95.7466222593906,196.90471075046207,118.52220539709953,218.75695943664226,147.76112969550962
/img1753.png,154.20304476475297,220.0010428010931,171.19865856746844,230.57609138944937,171.19865856746844,207.15991237237475,184.79514960964082,216.224239733823,206.70060739980738,212.4474366665529,228.98374549670098,208.67063359928278,250.88920328686754,204.51615022528568,268.26249739631,199.60630623783456,285.6357915057524,195.07414255711043,328.69134647263155,183.36605304857312,366.0816968386056,167.8811604727657,394.4077198431313,156.1730709642284,573.6902934580492,127.26459283876974,582.2192003378982,148.38379082696727,600.495429366146,134.98122287291883,598.8708756747462,152.03903663261684,604.9629520174955,165.84774300951526,608.6181978231451,180.46872623211354,606.9936441317452,197.93267841466152,604.9629520174955,210.92910794586,602.9322599032457,222.70712220850862,603.3383983260957,258.4473034193045,602.9322599032457,296.2181767443501,599.2770140975962,320.1803436924973,41.0879046838454,43.75329487851528,45.19439553267832,76.26301409844243,65.38464220610678,58.81042799090258,68.12230277199538,73.86756110328992,86.25930402100738,77.9740519521228,106.44955069443583,80.02729737653925,124.24434437271174,81.39612765948355,142.03913805098767,83.79158065463609,155.3852333096946,85.1604109375804,188.23716010035784,91.66235478156581,219.7202566080768,100.2175440499677,249.83452283285143,111.51039388425818
/img1816.png,176.38657758651,440.2796912990156,175.50403457768726,423.952645635795,155.20554537476437,429.6891751931428,162.26588944534623,411.59704351227674,156.97063139240984,391.29855430935385,158.7357174100553,368.7937075843741,162.26588944534623,348.4952183814512,166.23733298504854,331.2856297094079,168.88496201151673,317.1649415682441,179.47547811738957,280.5394067021007,188.74217971002827,248.7678583844822,205.51049687766022,220.96775360656608,301.57307324927626,71.03485745216307,307.51997310658,92.31849904672384,323.48270430250057,73.85181001614905,325.673667407823,91.69250958806029,340.3844196864165,103.89930403199955,358.2251192583277,115.48010901727527,372.30988207825766,124.55695616789679,388.27261327417824,134.57278750651363,407.05229703408486,138.95471371715848,447.42861711788396,141.14567682248094,482.79702153237463,147.71856613844824,505.64563677359433,156.48241855973794,188.31030525094212,206.72847023528362,198.56354377382536,179.81371911271515,170.68755153973655,183.33826985495625,184.78575450870102,169.5604805898319,185.7469956202213,150.65607206326592,189.2715463624624,133.35373205590048,191.51444228934315,117.97387427157562,194.39816562390405,106.1185672294919,197.60230266230502,94.26326018740815,213.6229878543101,61.901476099557925,245.02353083064003,56.77485683811631,278.9873834376907,68.30975017635996
/img2132.png,155.0456859890209,442.6991098808936,172.8230252590967,441.1532542921914,153.49983040031867,424.9217706108178,172.43656136192118,422.60298722776446,183.25755048283685,408.69028692944426,197.55671467833258,391.68587545371963,208.76416769642384,378.159639052575,218.8122290229884,363.4740109599037,228.860290349553,345.6966716898279,249.34287689985769,312.4607765327297,264.8014327868801,283.08952034738707,285.2840193371848,251.0130168818156,44.10035342667953,227.32404477588983,33.626479151590615,243.93777638465158,56.741236172476505,234.54740634491668,49.15670652499833,247.91062524761634,56.01890001557382,264.52435685637806,62.519925427697984,280.77692038668846,69.7432869967248,298.8353243092556,76.60548048730033,315.08788783956595,82.02300166407045,333.86862791903576,106.58243099876171,368.5407634503646,131.14186033345297,389.48851200054247,158.9518023742063,406.4634116877555,542.7988936907935,94.33843092871697,567.4538850073318,111.01680740755171,569.6293254176146,84.91152248415821,580.5065274690286,97.60159154414117,596.8223305461495,104.85305957841715,610.9626932129877,115.00511482640351,618.5767346489774,128.42033068981405,617.489014443836,139.6601061429418,616.0387208369808,151.98760180121096,621.4773218626879,187.15722176744944,616.7638676404084,219.06368111826373,612.0504134181291,246.6192596485124
/img0000_2.png,131.53142059071496,274.214728708954,128.91061139044356,298.7848149614984,147.2562757923434,288.30157816041276,144.635466592072,304.35403451207515,155.77390569322546,316.80287821336435,169.53315399465035,329.90692421472136,182.63719999600738,344.648975966248,198.3620551976358,355.78741506740147,219.656129949841,366.92585416855496,257.0026610537085,380.02990016991197,293.03878755744034,375.1158829194031,327.7645094610364,366.92585416855496,517.138812856582,313.50022388380563,527.4089152586148,292.2517361554621,505.09800314385404,302.5218385574948,511.8266909244962,286.58547276123716,506.5145689924103,269.23254111642325,500.1400226739072,252.2337509337484,494.47375927968227,233.4642534403783,487.74507149904014,219.2985949548159,477.47496909700743,203.00808769641918,452.68506674727325,172.19778049032104,426.8327400111219,148.11616106486503,405.2301108206393,139.97090743566665,596.9672384853243,379.8008739311001,611.3816391883414,367.6040733362394,590.3144381608548,370.93047349847416,599.1848385934808,361.6904730478221,596.9672384853243,345.0584722366484,590.6840381788809,328.0568714074487,584.7704378904635,315.860070812588,577.378437529942,304.77207027180555,568.1384370792899,296.27126985720565,552.2456363041684,271.8776686674843,535.6136354929947,236.76566695500654,528.5912351504992,202.76246529660702
/img0237.png,86.66055208562756,68.29024765805775,85.64331921529927,90.66937080527975,101.24088989366612,74.39364488002738,103.27535563432266,88.29582744118045,119.21200393613228,98.1290785210204,134.80957461449913,109.65771771807417,148.03360192876667,114.40480444627278,168.7173369587749,122.88174503234173,190.75738248255414,128.98514225431137,231.78577491912782,133.05407373562446,268.7452358743884,131.35868561841068,298.92314436079386,132.0368408652962,137.7171466048821,438.00040592202623,155.46707770528712,451.0616759770412,150.10860793912713,427.95327511047617,164.17459107529714,434.6513623181762,183.93394833801216,433.3117448766362,208.0470622857322,433.9815535974062,228.14132390883225,433.9815535974062,245.89125500923726,434.3164579577912,259.6223337850223,436.6607884804862,302.49009191430235,437.66550156164124,338.6597628358824,438.3353102824112,363.44268550437243,433.6466492370212,103.06132685750336,192.31194693056997,113.83147549380979,202.73467141731814,111.74693059646015,177.02528435000602,125.64389657879101,188.49028128542898,145.4470731036125,186.75316053763763,166.2925220771088,187.79543298631245,186.09569860193028,187.44800883675418,203.46690607984385,191.61709863145344,221.1855377073157,195.7861884261527,252.45371116756013,208.2934578102505,285.11158122603763,228.7914826341885,318.81172373319,249.6369316076848
